pregame_total,inning,season,n,under_pct,top_zero_pct,bottom_zero_pct,independence_p0_pct,joint_zero_dependence_pp,top_bottom_scoring_phi,mean_runs,multi_run_given_score_pct,threeplus_given_score_pct,season_under_sd_pp
10.0,3,2023,83,44.57831325301205,66.26506024096386,67.46987951807229,44.708956307156335,-0.130643054144286,-0.00589802017031979,1.3975903614457832,69.56521739130434,41.30434782608695,
10.0,3,2024,35,57.14285714285714,74.28571428571429,74.28571428571429,55.18367346938776,1.959183673469378,0.10256410256410249,1.0,53.333333333333336,40.0,
10.5,3,2021,76,46.05263157894737,68.42105263157895,61.8421052631579,42.313019390581715,3.7396121883656486,0.16561456588956042,1.355263157894737,58.536585365853654,36.58536585365854,
10.5,3,2023,43,41.86046511627907,65.11627906976744,69.76744186046511,45.42996214169822,-3.5694970254191496,-0.1630748496654422,1.1162790697674418,60.0,20.0,
11.0,3,2021,31,35.483870967741936,74.19354838709677,51.61290322580645,38.29344432882414,-2.809573361082202,-0.12848405416203612,1.3870967741935485,50.0,30.0,
11.5,3,2023,30,36.666666666666664,53.333333333333336,63.33333333333333,33.77777777777777,2.888888888888891,0.12016450333006201,1.4,78.94736842105263,26.31578947368421,
6.5,4,2021,37,54.054054054054056,67.56756756756756,67.56756756756756,45.653761869978084,8.400292184075974,0.3833333333333333,1.135135135135135,70.58823529411765,23.52941176470588,
6.5,4,2022,83,61.44578313253012,75.90361445783132,83.13253012048193,63.10059515169111,-1.6548120191609894,-0.10333109117793389,0.6385542168674698,37.5,15.625,
7.0,4,2021,113,61.94690265486725,76.10619469026548,80.53097345132744,61.28905944083327,0.6578432140339818,0.038959748240694,0.8495575221238938,60.46511627906976,27.906976744186046,
7.0,4,2022,278,56.11510791366906,75.17985611510791,75.17985611510791,56.52010765488329,-0.4049997412142292,-0.02170445877539688,0.8884892086330936,54.09836065573771,24.59016393442623,
