pregame_total,inning,n,under_pct,top_zero_pct,bottom_zero_pct,independence_p0_pct,joint_zero_dependence_pp,top_bottom_scoring_phi,mean_runs,multi_run_given_score_pct,threeplus_given_score_pct,season_under_sd_pp,clean_i1_i8,target_cell
6.5,7,147,60.544217687074834,75.51020408163265,76.87074829931973,58.04525891989448,2.498958767180348,0.13781685650814213,0.782312925170068,56.896551724137936,25.862068965517242,19.62043894294879,True,False
7.0,7,652,57.97546012269939,76.99386503067484,73.46625766871165,56.564511272535654,1.410948850163729,0.07593083312505343,0.906441717791411,57.299270072992705,29.1970802919708,7.973374229775292,True,False
7.5,7,1610,54.09937888198758,75.15527950310559,72.60869565217392,54.56926816095058,-0.46988927896299826,-0.024383613015163754,0.9341614906832298,53.179972936400546,25.84573748308525,3.4193316049166644,True,False
8.0,7,2144,56.809701492537314,74.44029850746269,75.18656716417911,55.96910503452885,0.840596458008458,0.04461614676628414,0.9127798507462687,54.85961123110151,29.697624190064797,1.7168321539983458,True,False
8.5,7,2865,55.532286212914485,75.42757417102966,73.50785340314137,55.4451906471862,0.08709556572827903,0.004584389537179499,0.9305410122164048,55.023547880690735,27.39403453689168,1.5049408482043605,True,False
9.0,7,1835,51.66212534059945,71.55313351498637,72.31607629427793,51.74441862364411,-0.08229328304465433,-0.004076632792830867,1.08283378746594,56.482525366403614,31.905298759864714,3.127650993609593,True,False
9.5,7,873,52.69186712485682,73.08132875143184,71.70675830469645,52.40425177364987,0.28761535120694903,0.014396623133185129,1.038946162657503,56.416464891041166,30.508474576271187,5.64745651406996,True,False
10.0,7,260,50.76923076923077,73.46153846153847,70.76923076923077,51.98816568047337,-1.2189349112426084,-0.06069742610485555,1.0384615384615385,55.46875,27.34375,8.166324727785469,True,False
10.5,7,186,46.774193548387096,66.12903225806451,66.66666666666666,44.08602150537634,2.6881720430107556,0.12049067317797012,1.2258064516129032,55.55555555555556,34.34343434343434,9.44427468879911,True,False
11.0,7,124,54.03225806451613,76.61290322580645,66.93548387096774,51.281217481789795,2.7510405827263273,0.13814926899710045,1.0887096774193548,64.91228070175438,38.59649122807017,8.78833913605212,True,False
11.5,7,103,51.45631067961165,70.87378640776699,67.96116504854369,48.166650956734856,3.289659722876798,0.15516629115949898,1.2524271844660195,66.0,38.0,14.043391184095205,True,False
6.5,8,143,60.83916083916085,78.32167832167832,78.32167832167832,61.342852951244566,-0.5036921120837201,-0.029665898617511458,0.8391608391608392,62.5,33.92857142857143,16.38670882343369,True,False
7.0,8,651,55.29953917050692,75.72964669738863,72.65745007680492,55.02323024249589,0.27630892801102647,0.014459867733862776,0.8448540706605223,48.797250859106526,21.305841924398624,6.8752474601255535,True,False
7.5,8,1607,56.8139390168015,76.85127566894835,74.36216552582452,57.148272821651084,-0.33433380484958475,-0.018154092122124755,0.8998133167392657,53.31412103746398,26.368876080691646,3.8001672330697476,True,False
8.0,8,2143,54.269715352309845,73.91507232851143,73.58842743817078,54.39293936633809,-0.12322401402824479,-0.006365494380903441,0.9883341110592627,57.244897959183675,28.775510204081634,1.486080764835855,True,False
8.5,8,2862,55.52061495457722,75.6114605171209,73.89937106918238,55.8763937783755,-0.35577882379828063,-0.01886459681150564,0.9479385045422781,56.402199528672426,28.201099764336213,1.9682616820235885,True,True
9.0,8,1832,53.43886462882096,73.14410480349345,72.92576419213974,53.34089738944719,0.09796723937376406,0.004974538438018083,1.0289301310043668,55.33411488862837,31.887456037514657,2.2098761883772062,True,False
9.5,8,871,51.77956371986223,72.56027554535017,73.47876004592423,53.316390756629296,-1.5368270367670633,-0.07802033949384354,1.0700344431687716,57.38095238095238,29.28571428571429,3.2792905258934404,True,False
10.0,8,259,48.26254826254826,70.27027027027027,71.42857142857143,50.19305019305019,-1.9305019305019322,-0.09349469900084514,1.0694980694980696,50.0,29.1044776119403,3.7563168115974883,True,False
10.5,8,185,54.59459459459459,76.21621621621621,70.27027027027027,53.557341124908696,1.0372534696858948,0.05330150080487332,1.1027027027027028,61.904761904761905,32.142857142857146,8.765538821079174,True,False
11.0,8,124,44.354838709677416,69.35483870967742,64.51612903225806,44.74505723204995,-0.39021852237253185,-0.017690450583244397,1.3870967741935485,55.072463768115945,34.78260869565217,11.556703267538369,True,False
11.5,8,103,44.66019417475729,65.0485436893204,66.01941747572816,42.94466962013385,1.7155245546234321,0.07596162691795791,1.2233009708737863,64.91228070175438,36.84210526315789,12.627879439838186,True,False
7.0,9,364,56.043956043956044,70.32967032967034,80.21978021978022,56.41830696775752,-0.37435092380148083,-0.020572740221656175,0.9752747252747253,56.25,28.749999999999996,7.561397315761149,False,False
7.5,9,858,52.09790209790209,68.64801864801865,73.89277389277389,50.72592520144967,1.3719768964524204,0.06733160210149691,0.9976689976689976,56.69099756690997,27.49391727493917,2.232294814847222,False,False
8.0,9,1197,50.71010860484545,68.92230576441104,73.51712614870509,50.6696984734183,0.04041013142714878,0.0019788330367475544,1.0208855472013367,52.20338983050847,26.27118644067797,2.412128315146449,False,False
8.5,9,1547,52.424046541693606,68.77828054298642,75.30704589528119,51.79489129449204,0.6291552472015627,0.03148469038698038,1.0142210730446024,55.97826086956522,30.842391304347828,1.4013243447140282,False,False
9.0,9,1002,49.800399201596804,66.46706586826348,74.45109780439122,49.485460217289976,0.314938984306834,0.015295571761574077,1.0788423153692615,52.286282306163024,28.82703777335984,1.949963510773842,False,False
9.5,9,518,48.06949806949807,63.32046332046332,75.2895752895753,47.67370790536813,0.3957901641299333,0.019040287689468235,1.1023166023166022,52.78810408921933,31.226765799256505,4.000265165293366,False,False
10.0,9,146,52.054794520547944,65.06849315068493,81.5068493150685,53.03527866391443,-0.980484143366489,-0.05297171486106596,1.0410958904109588,55.714285714285715,31.428571428571427,7.041348596424839,False,False
10.5,9,105,49.523809523809526,73.33333333333333,67.61904761904762,49.58730158730159,-0.06349206349205994,-0.0030683509308195504,1.1047619047619048,56.60377358490566,33.9622641509434,10.50496438631777,False,False
