pregame_total,inning,season,n,mean_runs,p0_under_pct,poisson_zero_residual_pp,nb_zero_residual_pp
8.5,6,2022,505,0.9742574257425742,54.25742574257426,16.51017065099368,1.4575748717629233
8.5,6,2023,627,1.0047846889952152,51.674641148325364,15.062295475581328,2.291501563564524
8.5,6,2024,733,1.0641200545702592,53.34242837653479,18.839295379659447,2.5053735294214063
8.5,6,2025,478,1.110878661087866,49.163179916317986,16.236228154327254,1.779027425719465
8.5,7,2021,526,0.8897338403041825,54.94296577946768,13.86645904851737,1.1034634824963918
8.5,7,2022,504,0.9087301587301587,53.769841269841265,13.466272212105345,1.7406167503320469
8.5,7,2023,627,1.0111642743221692,54.54545454545454,18.165936992862648,2.535034595158714
8.5,7,2024,733,0.9072305593451568,57.43519781718963,17.071144212121155,2.637934051420232
8.5,7,2025,477,0.9245283018867925,56.60377358490566,16.931922953097768,3.639947116633213
8.5,8,2021,524,0.9770992366412213,56.10687022900763,18.466733421297437,3.055595511448639
8.5,8,2022,504,0.9087301587301587,56.547619047619044,16.244049989883123,2.9656484472632916
8.5,8,2023,627,0.9681020733652312,57.41626794258373,19.435948634314887,2.3318320034502515
8.5,8,2024,732,0.9467213114754098,52.322404371584696,13.52129359380716,1.5896470174974087
8.5,8,2025,475,0.9326315789473684,56.21052631578948,16.85884870385243,3.698868207092154
8.5,9,2021,524,0.7041984732824428,65.64885496183206,16.198377537731325,1.9598446210055909
8.5,9,2022,503,0.6739562624254473,67.9920477137177,17.023235341112255,2.9689188711102044
8.5,9,2023,627,0.6602870813397129,66.34768740031897,14.677389658873564,2.2764961293293973
8.5,9,2024,732,0.657103825136612,66.12021857923497,14.285178973319434,1.9195432251530753
8.5,9,2025,475,0.6231578947368421,68.42105263157895,14.796218117909078,2.312854353695748
9.0,1,2021,383,1.174934725848564,47.78067885117493,16.89676502689739,1.9034039756282872
9.0,1,2022,268,1.0746268656716418,47.76119402985074,13.618681132655263,3.3703059473467967
9.0,1,2023,493,1.1359026369168357,46.65314401622718,14.539931539998902,1.4692092647224708
9.0,1,2024,378,1.0317460317460319,53.17460317460318,17.536187278967464,2.9628023126817893
9.0,1,2025,317,1.2555205047318612,45.74132492113564,17.248574570443015,2.8364505352568905
9.0,2,2021,383,0.8511749347258486,57.96344647519582,15.272142254754273,2.5801196853121766
9.0,2,2022,268,0.8768656716417911,61.19402985074627,19.585528143636505,2.9875478221130902
9.0,2,2023,493,0.9655172413793104,53.9553752535497,15.876756211680831,1.3093311679415076
9.0,2,2024,378,0.9153439153439153,54.232804232804234,14.194913636703903,1.9565940428654893
9.0,2,2025,317,0.8832807570977917,53.94321766561514,12.600783716486664,-1.06173288512168
9.0,3,2021,383,1.0861618798955615,49.60835509138381,15.857413832136391,0.7245294469914176
9.0,3,2022,268,1.1753731343283582,48.134328358208954,17.263951336099964,2.8840280731009136
9.0,3,2023,493,1.0304259634888437,52.94117647058824,17.25568436832538,2.745579005692733
9.0,3,2024,378,1.1693121693121693,47.08994708994709,16.03189762914436,1.5284329064532975
9.0,3,2025,317,1.0315457413249212,52.36593059936908,16.720375955518335,1.6306272856121962
9.0,4,2021,383,0.9843342036553525,49.08616187989556,11.717367460171852,2.508463806000538
9.0,4,2022,268,1.1604477611940298,51.11940298507462,19.78481844940588,4.162209255385246
9.0,4,2023,493,1.184584178498986,47.870182555780936,17.2828483787238,0.9988827903070041
9.0,4,2024,378,0.9841269841269841,51.587301587301596,14.210762821260348,0.3758470351692411
9.0,4,2025,317,1.053627760252366,47.94952681388013,13.082470936355428,4.091068600009784
9.0,5,2021,383,0.9268929503916449,50.65274151436031,11.074590038388887,0.20294312979394213
9.0,5,2022,268,1.007462686567164,52.98507462686567,16.470645558203806,2.5367609159619775
9.0,5,2023,493,1.050709939148073,51.926977687626774,16.9580374106769,2.197244471849802
9.0,5,2024,378,1.0423280423280423,48.67724867724868,13.413970519370439,-0.25660724829117965
9.0,5,2025,317,0.9968454258675079,52.36593059936908,15.461752948065161,1.9228445178065878
9.0,6,2021,383,1.1201044386422976,47.51958224543081,14.895010227065308,2.6441375528256095
9.0,6,2022,268,0.9925373134328358,51.11940298507462,14.055895027130727,2.6922718755957753
9.0,6,2023,493,0.973630831643002,54.563894523326574,16.79297981271582,2.023771362143567
9.0,6,2024,378,0.9735449735449735,53.70370370370371,15.929545914974842,2.424808067215811
