n,mean_runs,variance,p0_pct,p1_pct,p2plus_pct,mean_runs_given_score,multi_run_given_score_pct,poisson_p0_pct,poisson_residual_pp,nb_p0_pct,nb_residual_pp,pregame_total,inning,half,season
96,0.3958333333333333,0.7890350877192983,79.16666666666666,9.375,11.458333333333332,1.9,55.00000000000001,67.31188730678772,11.854779359878941,75.966309778964,3.20035688770266,7.0,3,top,2023
86,0.313953488372093,0.594391244870041,83.72093023255815,4.651162790697675,11.627906976744185,1.9285714285714286,71.42857142857143,73.05530065788312,10.665629574675018,79.9040338305663,3.8168964019918317,7.0,3,top,2024
82,0.4024390243902439,0.6385124962360736,75.60975609756098,12.195121951219512,12.195121951219512,1.65,50.0,66.86871112874337,8.7410449688176,72.85660130685463,2.753154790706347,7.0,3,top,2025
269,0.34572490706319703,0.7942074016534428,78.81040892193309,14.49814126394052,6.691449814126393,1.631578947368421,31.57894736842105,70.7707145567761,8.03969436515699,80.11894131002579,-1.308532388092709,7.5,3,top,2021
478,0.42887029288702927,0.8953492451953019,75.73221757322176,14.225941422594143,10.0418410041841,1.7672413793103448,41.37931034482759,65.12443947333018,10.607778099891574,74.809628668014,0.9225889052077663,7.5,3,top,2022
275,0.5127272727272727,1.0609688122096883,73.0909090909091,12.727272727272727,14.181818181818182,1.9054054054054055,52.702702702702695,59.886009481650184,13.204899609258913,70.56053222236038,2.5303768685487116,7.5,3,top,2023
366,0.45081967213114754,0.8071637098585224,73.77049180327869,14.207650273224044,12.021857923497267,1.71875,45.83333333333333,63.71057197365324,10.059919829625452,71.73427310240794,2.036218700870751,7.5,3,top,2024
224,0.3392857142857143,0.6018577834721333,78.57142857142857,13.392857142857142,8.035714285714286,1.5833333333333333,37.5,71.22789117533131,7.343537396097255,77.77979524884738,0.7916333225811978,7.5,3,top,2025
363,0.49586776859504134,0.957855805670974,72.45179063360881,14.87603305785124,12.672176308539946,1.8,46.0,60.90421702503876,11.54757360857005,70.4395580483909,2.0122325852179213,8.0,3,top,2021
443,0.41309255079006774,0.785982043451171,75.84650112866818,13.092550790067719,11.060948081264108,1.7102803738317758,45.794392523364486,66.16010482945106,9.686396299217115,74.49961836330444,1.3468827653637439,8.0,3,top,2022
372,0.49193548387096775,0.9783714459612207,72.84946236559139,13.978494623655912,13.172043010752688,1.811881188118812,48.51485148514851,61.14418124187901,11.705281123712385,71.03126037749865,1.8182019880927491,8.0,3,top,2023
589,0.46519524617996605,0.8852661607936891,73.00509337860781,15.619694397283531,11.37521222410866,1.7232704402515724,42.138364779874216,62.80124761816622,10.203845760441588,71.78645282393819,1.2186405546696255,8.0,3,top,2024
379,0.45118733509234826,0.8673200150772711,73.61477572559367,15.03957783641161,11.345646437994723,1.71,43.0,63.687152261645764,9.92762346394791,72.63659506902528,0.9781806565683948,8.0,3,top,2025
526,0.4790874524714829,1.030990403766069,74.1444866920152,12.927756653992395,12.927756653992395,1.8529411764705883,50.0,61.93483187831761,12.2096548136976,72.70745484682207,1.4370318451931374,8.5,3,top,2021
506,0.525691699604743,1.1726059562477986,73.12252964426878,13.24110671936759,13.636363636363635,1.9558823529411764,50.73529411764706,59.114632723681815,14.00789692058696,70.98391507237423,2.138614571894537,8.5,3,top,2022
628,0.535031847133758,1.2507644327959448,72.29299363057325,14.171974522292993,13.535031847133757,1.9310344827586208,48.85057471264368,58.5650638553574,13.727929775215841,71.20313920052571,1.0898544300475321,8.5,3,top,2023
733,0.44201909959072305,0.8480680488150353,74.48840381991815,13.915416098226466,11.596180081855389,1.732620320855615,45.45454545454545,64.27373593177916,10.214667888138983,73.08567318173664,1.4027306381815041,8.5,3,top,2024
478,0.45397489539748953,0.9108751524082699,75.10460251046025,12.97071129707113,11.92468619246862,1.8235294117647058,47.89915966386555,63.50986769456368,11.594734815896569,73.0440373863366,2.060565124123659,8.5,3,top,2025
383,0.4908616187989556,1.0044974232088908,72.58485639686684,15.66579634464752,11.74934725848564,1.7904761904761906,42.857142857142854,61.209877110407454,11.374979286459386,71.46864882832372,1.116207568543115,9.0,3,top,2021
268,0.585820895522388,1.1274386494493822,69.02985074626866,15.298507462686567,15.671641791044777,1.891566265060241,50.602409638554214,55.66487237616765,13.36497837010101,66.04512363027465,2.9847271159940236,9.0,3,top,2022
493,0.5233265720081136,1.128011675654282,72.41379310344827,14.60446247464503,12.981744421906694,1.8970588235294117,47.05882352941176,59.25461184188732,13.15918126156096,70.62110428900297,1.792688814445309,9.0,3,top,2023
378,0.5925925925925926,1.3296001571863643,69.84126984126983,15.343915343915343,14.814814814814813,1.9649122807017543,49.122807017543856,55.28920012788026,14.552069713389582,68.0415008490013,1.7997689922685467,9.0,3,top,2024
317,0.48580441640378547,1.2885636704867627,75.39432176656152,14.826498422712934,9.779179810725552,1.9743589743589745,39.743589743589745,61.520211899048086,13.874109867513429,75.06739252607989,0.32692924048163263,9.0,3,top,2025
212,0.5471698113207547,1.2726459805061254,72.16981132075472,15.09433962264151,12.735849056603774,1.9661016949152543,45.76271186440678,57.85850000584912,14.311311314905595,70.58539132568244,1.5844199950722837,9.5,3,top,2021
146,0.636986301369863,1.4190363722248462,68.4931506849315,13.013698630136986,18.493150684931507,2.0217391304347827,58.69565217391305,52.888392144128474,15.604758540803033,65.99602638225312,2.4971243026783885,9.5,3,top,2022
278,0.539568345323741,1.0002337480196348,69.42446043165468,17.26618705035971,13.309352517985612,1.7647058823529411,43.529411764705884,58.299985268052644,11.124475163602032,67.70067786886986,1.7237825627848147,9.5,3,top,2023
110,0.5181818181818182,1.24278565471226,74.54545454545455,11.818181818181818,13.636363636363635,2.0357142857142856,53.57142857142857,59.560247769547445,14.9852067759071,72.31316468580343,2.2322898596511265,9.5,3,top,2024
129,0.43410852713178294,1.3413275193798446,80.62015503875969,8.527131782945736,10.852713178294573,2.24,56.00000000000001,64.78419432420777,15.835960714551911,79.10955413731536,1.5106009014443367,9.5,3,top,2025
113,0.45132743362831856,0.6962705436156763,72.56637168141593,14.15929203539823,13.274336283185843,1.6451612903225807,48.38709677419355,63.67823040983757,8.888141271578364,69.73001634035064,2.8363553410652886,7.0,3,bottom,2021
278,0.3597122302158273,0.8159883645430227,79.49640287769785,13.66906474820144,6.83453237410072,1.7543859649122806,33.33333333333333,69.78771251273717,9.70869036496067,79.27217946052549,0.2242234171723534,7.0,3,bottom,2022
96,0.4479166666666667,0.8604166666666667,77.08333333333334,8.333333333333332,14.583333333333334,1.9545454545454546,63.63636363636363,63.89579283073995,13.187540502593386,72.79596176442799,4.2873715689053515,7.0,3,bottom,2023
86,0.46511627906976744,0.8870041039671679,74.4186046511628,13.953488372093023,11.627906976744185,1.8181818181818181,45.45454545454545,62.8062070470208,11.61239760414199,71.81853705619382,2.600067594968969,7.0,3,bottom,2024
82,0.4268292682926829,0.7168021680216802,73.17073170731707,17.073170731707318,9.75609756097561,1.5909090909090908,36.36363636363637,65.25749579541088,7.913235911906192,72.20155683484766,0.9691748724694027,7.0,3,bottom,2025
269,0.44981412639405205,0.7931809354713422,73.97769516728626,13.754646840148698,12.267657992565056,1.7285714285714286,47.14285714285714,63.77466808809583,10.203027079190418,71.58827102624625,2.3894241410399975,7.5,3,bottom,2021
478,0.4790794979079498,0.9838381446102294,73.43096234309623,14.435146443514643,12.133891213389122,1.8031496062992125,45.66929133858268,61.93532454483217,11.495637798264058,72.09361983808586,1.3373425050103749,7.5,3,bottom,2022
275,0.56,1.2545985401459852,72.0,13.818181818181818,14.181818181818182,2.0,50.649350649350644,57.120906384881486,14.87909361511851,69.47645589138577,2.5235441086142285,7.5,3,bottom,2023
366,0.42349726775956287,0.6776929410884049,73.49726775956285,14.754098360655737,11.748633879781421,1.597938144329897,44.329896907216494,65.4752964606516,8.021971298911234,71.76908240250026,1.7281853570625838,7.5,3,bottom,2024
224,0.5,0.9237668161434978,72.76785714285714,12.5,14.732142857142858,1.8360655737704918,54.09836065573771,60.653065971263345,12.114791171593797,69.61849285258324,3.1493642902738928,7.5,3,bottom,2025
363,0.4986225895316804,0.99654505882532,72.72727272727273,14.325068870523417,12.947658402203857,1.8282828282828283,47.474747474747474,60.73666770300022,11.990605024272504,70.76864607844291,1.9586266488298198,8.0,3,bottom,2021
443,0.4762979683972912,0.9423102458555918,73.36343115124153,14.221218961625281,12.415349887133182,1.7881355932203389,46.61016949152542,62.10783929401125,11.255591857230286,71.73822106756184,1.6252100836796957,8.0,3,bottom,2022
372,0.5833333333333334,1.338050314465409,69.89247311827957,15.591397849462366,14.516129032258066,1.9375,48.214285714285715,55.80351457700471,14.088958541274865,68.77600969543842,1.116463422841163,8.0,3,bottom,2023
589,0.4634974533106961,1.0518115565411226,75.04244482173175,13.582342954159593,11.37521222410866,1.8571428571428572,45.57823129251701,62.907961692116885,12.134483129614859,74.13824844403109,0.9041963777006612,8.0,3,bottom,2024
379,0.44854881266490765,0.9199648197009676,75.72559366754618,11.609498680738787,12.66490765171504,1.8478260869565217,52.17391304347826,63.85541412496084,11.870179542585335,73.59658846896804,2.1290051985781377,8.0,3,bottom,2025
526,0.5817490494296578,1.398066268332428,71.29277566539925,13.307984790874524,15.399239543726237,2.0264900662251657,53.64238410596026,55.89199325608466,15.400782409314584,69.52319873405037,1.7695769313488707,8.5,3,bottom,2021
506,0.6126482213438735,1.3268892106601968,68.37944664031622,16.007905138339922,15.612648221343871,1.9375,49.375,54.19138593055967,14.188060709756545,66.62356733840853,1.7558793019076813,8.5,3,bottom,2022
628,0.5414012738853503,1.0588892613699854,69.7452229299363,16.401273885350317,13.853503184713375,1.7894736842105263,45.78947368421053,58.19322343321161,11.551999496724697,68.38868576701645,1.3565371629198464,8.5,3,bottom,2023
733,0.6221009549795361,1.533226727499087,68.4856753069577,15.279672578444748,16.234652114597544,1.974025974025974,51.515151515151516,53.68154269653369,14.804132610424015,68.17140664181079,0.31426866514691065,8.5,3,bottom,2024
478,0.6108786610878661,1.5254159978246185,70.92050209205021,12.761506276150628,16.317991631799163,2.1007194244604315,56.11510791366906,54.28736574931118,16.63313634273903,68.83814511099455,2.0823569810556664,8.5,3,bottom,2025
383,0.5953002610966057,1.3724385876177325,69.71279373368147,14.621409921671018,15.66579634464752,1.9655172413793103,51.724137931034484,55.13969779480049,14.573095938880975,68.32497146062644,1.3878222730550172,9.0,3,bottom,2021
268,0.5895522388059702,1.284085192017441,70.1492537313433,13.432835820895523,16.417910447761194,1.975,55.00000000000001,55.45755465582606,14.691699075517228,67.73538248346036,2.413871247882926,9.0,3,bottom,2022
493,0.5070993914807302,0.9333844555484093,70.58823529411765,16.024340770791078,13.387423935091277,1.7241379310344827,45.51724137931035,60.223990999189425,10.364244294928227,69.2089910742897,1.3792442198279575,9.0,3,bottom,2023
378,0.5767195767195767,1.067042791180722,67.46031746031747,17.724867724867725,14.814814814814813,1.7723577235772359,45.52845528455284,56.17380860813236,11.286508852185106,65.87735143786713,1.5829660224503272,9.0,3,bottom,2024
317,0.5457413249211357,1.0588188316096314,70.34700315457413,15.141955835962145,14.511041009463725,1.8404255319148937,48.93617021276596,57.94120914658666,12.40579400798747,68.06382014362009,2.2831830109540374,9.0,3,bottom,2025
212,0.5047169811320755,1.0378923365823125,73.58490566037736,12.735849056603774,13.679245283018867,1.9107142857142858,51.78571428571429,60.3676403064366,13.217265353940755,70.86074972320911,2.724155937168238,9.5,3,bottom,2021
146,0.5753424657534246,1.1149740198393954,69.86301369863014,15.068493150684931,15.068493150684931,1.9090909090909092,50.0,56.25121946541366,13.611794233216479,66.64106151524572,3.2219521833844134,9.5,3,bottom,2022
278,0.5755395683453237,1.2415655922915099,67.98561151079137,17.62589928057554,14.388489208633093,1.797752808988764,44.9438202247191,56.24013329685171,11.745478213939652,68.22424003349873,-0.23862852270736257,9.5,3,bottom,2023
110,0.5545454545454546,1.258465387823186,71.81818181818181,15.454545454545453,12.727272727272727,1.967741935483871,45.16129032258064,57.433326244731575,14.384855573450238,69.90634394449641,1.911837873685407,9.5,3,bottom,2024
129,0.46511627906976744,0.7507267441860466,71.31782945736434,17.05426356589147,11.627906976744185,1.6216216216216217,40.54054054054054,62.8062070470208,8.511622410343545,69.58450596226275,1.7333234951015908,9.5,3,bottom,2025
113,0.39823008849557523,0.6524968394437421,76.10619469026548,11.504424778761061,12.389380530973451,1.6666666666666667,51.85185185185185,67.15075037343009,8.955444316835404,73.49371391293167,2.6124807773338143,7.0,4,top,2021
278,0.4568345323741007,0.9421733371425605,75.17985611510791,12.23021582733813,12.589928057553957,1.8405797101449275,50.72463768115942,63.328511957896595,11.851344157211319,73.25187181413966,1.927984300968244,7.0,4,top,2022
96,0.4270833333333333,0.899890350877193,78.125,8.333333333333332,13.541666666666666,1.9523809523809523,61.904761904761905,65.24091825306503,12.884081746934973,75.0121184641627,3.1128815358373085,7.0,4,top,2023
86,0.3023255813953488,0.4251709986320109,79.06976744186046,12.790697674418606,8.13953488372093,1.4444444444444444,38.88888888888889,73.90973893525951,5.160028506600945,77.59208808025623,1.4776793616042228,7.0,4,top,2024
82,0.3170731707317073,0.8364950316169829,82.92682926829268,9.75609756097561,7.317073170731707,1.8571428571428572,42.857142857142854,72.82774645811021,10.09908281018247,82.88111519174927,0.04571407654340165,7.0,4,top,2025
269,0.4646840148698885,0.94371081395994,72.4907063197026,17.472118959107807,10.037174721189592,1.6891891891891893,36.486486486486484,62.833361790446304,9.657344529256296,72.66183115333942,-0.1711248336368154,7.5,4,top,2021
478,0.4246861924686193,0.8863494820311746,75.52301255230127,14.225941422594143,10.251046025104603,1.735042735042735,41.88034188034188,65.39749752056218,10.125515031739074,75.01813875110145,0.5048738011998122,7.5,4,top,2022
275,0.45454545454545453,1.1247511612475114,76.72727272727272,11.272727272727273,12.0,1.953125,51.5625,63.47364189402819,13.253630833244534,75.63066649777937,1.0966062294933465,7.5,4,top,2023
366,0.4672131147540984,0.97289467774534,74.59016393442623,13.661202185792352,11.748633879781421,1.8387096774193548,46.236559139784944,62.674650725083644,11.915513209342588,72.86028043294532,1.7298835014809222,7.5,4,top,2024
224,0.42857142857142855,0.8558616271620757,76.78571428571429,11.607142857142858,11.607142857142858,1.8461538461538463,50.0,65.14390575310556,11.641808532608733,74.28131066995678,2.504403615757511,7.5,4,top,2025
363,0.4820936639118457,1.0293746099873673,74.10468319559229,12.947658402203857,12.947658402203857,1.8617021276595744,50.0,61.74892225998898,12.35576093560331,72.45953655595554,1.645146639636752,8.0,4,top,2021
443,0.44469525959367945,0.9850566376924099,75.39503386004515,13.769751693002258,10.835214446952596,1.8073394495412844,44.03669724770643,64.10195908412226,11.293074775922896,74.74735515879777,0.6476787012473784,8.0,4,top,2022
372,0.4731182795698925,0.9345853983711562,72.58064516129032,16.129032258064516,11.29032258064516,1.7254901960784315,41.17647058823529,62.30563719794926,10.275007963341064,71.87722487494722,0.7034202863431038,8.0,4,top,2023
589,0.5076400679117148,1.1517272443782265,74.02376910016977,13.412563667232597,12.563667232597622,1.9542483660130718,48.36601307189542,60.19143810775994,13.832330992409837,72.05222331098129,1.971545789188489,8.0,4,top,2024
379,0.46701846965699206,0.8474543144727841,72.29551451187335,16.62269129287599,11.081794195250659,1.6857142857142857,40.0,62.68685122590546,9.60866328596789,71.06217942264895,1.2333350892243966,8.0,4,top,2025
526,0.5019011406844106,1.0847582835415537,72.24334600760456,16.159695817490494,11.596958174904943,1.8082191780821917,41.78082191780822,60.537865500759565,11.705480506844989,71.6703905275248,0.572955480079751,8.5,4,top,2021
506,0.4624505928853755,0.9381912104253902,73.71541501976284,15.612648221343871,10.67193675889328,1.7593984962406015,40.6015037593985,62.97385203062632,10.741562989136522,72.75990528049836,0.9555097392644818,8.5,4,top,2022
628,0.43471337579617836,0.9191758347809301,75.79617834394905,12.579617834394904,11.624203821656051,1.7960526315789473,48.026315789473685,64.74502153879457,11.051156805154472,74.6706587153243,1.1255196286247493,8.5,4,top,2023
733,0.5061391541609823,1.015331111757207,71.89631650750341,14.733969986357435,13.369713506139155,1.8009708737864079,47.57281553398058,60.28184809671752,11.614468410785895,70.45186050144983,1.444456006053585,8.5,4,top,2024
478,0.4686192468619247,1.0923045884757419,72.59414225941423,17.573221757322173,9.832635983263598,1.7099236641221374,35.87786259541985,62.586583817715905,10.007558441698327,74.23220155038138,-1.638059290967142,8.5,4,top,2025
383,0.4255874673629243,0.8053121539786473,75.45691906005221,13.315926892950392,11.22715404699739,1.7340425531914894,45.744680851063826,65.33858295099577,10.118336109056447,73.77099285272133,1.68592620733089,9.0,4,top,2021
268,0.5522388059701493,1.0496953435071832,70.52238805970148,13.059701492537313,16.417910447761194,1.8734177215189873,55.69620253164557,57.56595765310676,12.956430406594732,67.4523317434741,3.0700563162273875,9.0,4,top,2022
493,0.6186612576064908,1.5575372285163016,70.38539553752535,14.401622718052739,15.212981744421908,2.089041095890411,51.369863013698634,53.86650888942266,16.518886648102693,68.63322822121238,1.7521673163129803,9.0,4,top,2023
378,0.4973544973544973,1.0729372798338315,72.22222222222221,17.46031746031746,10.317460317460316,1.7904761904761906,37.142857142857146,60.813736250866334,11.408485971355887,71.86213772541768,0.3600844968045358,9.0,4,top,2024
317,0.5078864353312302,0.8962983668090883,70.03154574132492,17.034700315457414,12.933753943217665,1.694736842105263,43.15789473684211,60.17661072504341,9.854935016281507,68.57615371672617,1.455392024598745,9.0,4,top,2025
212,0.5424528301886793,1.348900116247876,73.11320754716981,11.79245283018868,15.09433962264151,2.017543859649123,56.14035087719298,58.13206214520421,14.981145401965602,71.72121952623505,1.3919880209347646,9.5,4,top,2021
146,0.5753424657534246,0.8942843646669817,66.43835616438356,15.753424657534246,17.80821917808219,1.7142857142857142,53.06122448979592,56.25121946541366,10.187136698969901,63.26996441301911,3.168391751364452,9.5,4,top,2022
278,0.6330935251798561,1.0345687349037735,61.87050359712231,21.223021582733814,16.906474820143885,1.6603773584905661,44.339622641509436,53.094676065867255,8.775827531255054,61.2439654549143,0.6265381422079996,9.5,4,top,2023
110,0.4727272727272727,0.9487906588824022,73.63636363636363,14.545454545454545,11.818181818181818,1.793103448275862,44.827586206896555,62.33000389188903,11.306359744474603,72.10644071383531,1.529922922528315,9.5,4,top,2024
129,0.5193798449612403,0.8765746124031009,71.31782945736434,11.627906976744185,17.05426356589147,1.8108108108108107,59.45945945945946,59.48893572313049,11.828893734233858,67.35020810189123,3.9676213554731166,9.5,4,top,2025
113,0.45132743362831856,1.3926991150442478,80.53097345132744,8.849557522123893,10.619469026548673,2.3181818181818183,54.54545454545454,63.67823040983757,16.85274304148987,78.3627748459523,2.168198605375138,7.0,4,bottom,2021
278,0.4316546762589928,0.8454925590213751,75.17985611510791,13.66906474820144,11.151079136690647,1.7391304347826086,44.927536231884055,64.9433602808875,10.236495834220417,73.88263109440759,1.297225020700321,7.0,4,bottom,2022
96,0.3229166666666667,0.4946271929824561,77.08333333333334,16.666666666666664,6.25,1.4090909090909092,27.27272727272727,72.4034188036314,4.679914529701945,77.18636815795718,-0.10303482462383773,7.0,4,bottom,2023
86,0.36046511627906974,0.7979480164158687,79.06976744186046,11.627906976744185,9.30232558139535,1.7222222222222223,44.44444444444444,69.73519009078149,9.334577351078977,78.97685109478078,0.09291634707967455,7.0,4,bottom,2024
82,0.2682926829268293,0.37157482685937976,80.48780487804879,13.414634146341465,6.097560975609756,1.375,31.25,76.4683938413801,4.019411036668686,79.69429915275596,0.7935057252928313,7.0,4,bottom,2025
269,0.49070631970260226,1.0717416634300614,73.23420074349443,14.12639405204461,12.639405204460965,1.8333333333333333,47.22222222222222,61.21938368717288,12.014817056321547,72.34363872246857,0.8905620210258647,7.5,4,bottom,2021
478,0.41841004184100417,0.9734129803601658,76.98744769874477,14.435146443514643,8.577405857740587,1.8181818181818181,37.27272727272727,65.80923277037122,11.178214928373553,76.61817599675499,0.36927170198979287,7.5,4,bottom,2022
275,0.5818181818181818,1.3901791639017917,70.54545454545455,14.545454545454545,14.909090909090908,1.9753086419753085,50.617283950617285,55.88812944265037,14.657325102804176,69.43661361583887,1.1088409296156843,7.5,4,bottom,2023
366,0.4371584699453552,1.106999026873269,78.14207650273224,10.382513661202186,11.475409836065573,2.0,52.5,64.58690724638105,13.555169256351196,76.71456999845242,1.4275065042798185,7.5,4,bottom,2024
224,0.48214285714285715,0.9593209481101859,73.21428571428571,13.839285714285715,12.946428571428573,1.8,48.333333333333336,61.7458847057057,11.46840100858001,71.5224792513111,1.69180646297461,7.5,4,bottom,2025
363,0.46831955922865015,0.8518941296440039,72.45179063360881,15.426997245179063,12.121212121212121,1.7,44.0,62.60534305371009,9.846447579898731,71.02721537135083,1.4245752622579766,8.0,4,bottom,2021
443,0.5124153498871332,1.1961124786778752,73.58916478555305,13.31828442437923,13.092550790067719,1.9401709401709402,49.572649572649574,59.9046922094456,13.684472576107453,72.2128356736054,1.3763291119476606,8.0,4,bottom,2022
372,0.44623655913978494,0.840767469495406,73.38709677419355,15.591397849462366,11.021505376344086,1.6767676767676767,41.41414141414141,64.0032348650226,9.383861909170943,72.63509383312544,0.7520029410681084,8.0,4,bottom,2023
589,0.47538200339558573,1.0219269371585646,73.68421052631578,15.449915110356535,10.865874363327674,1.8064516129032258,41.29032258064516,62.164753963079335,11.519456563236453,72.87307586704624,0.8111346592695412,8.0,4,bottom,2024
379,0.5171503957783641,0.9911072021889964,70.71240105540898,16.358839050131927,12.928759894459102,1.7657657657657657,44.14414414414414,59.62171123540118,11.090689820007793,69.27693449867398,1.4354665567349878,8.0,4,bottom,2025
526,0.5437262357414449,1.3114177077675178,71.67300380228137,15.5893536121673,12.737642585551331,1.919463087248322,44.966442953020135,58.05808356683777,13.614920235443595,71.24473199296125,0.4282718093201132,8.5,4,bottom,2021
506,0.4624505928853755,0.8629436856729151,73.71541501976284,14.031620553359684,12.25296442687747,1.7593984962406015,46.616541353383454,62.97385203062632,10.741562989136522,71.66912928875024,2.046285731012598,8.5,4,bottom,2022
628,0.49522292993630573,0.8628160586759313,71.01910828025477,15.92356687898089,13.05732484076433,1.7087912087912087,45.05494505494506,60.94350308387997,10.075605196374804,69.04536742146765,1.9737408587871208,8.5,4,bottom,2023
733,0.5538881309686221,1.250165872714125,70.66848567530695,15.552523874488402,13.77899045020464,1.8883720930232557,46.97674418604651,57.47109093461891,13.19739474068805,69.85888973490003,0.8095959404069264,8.5,4,bottom,2024
478,0.5355648535564853,1.104602510460251,72.17573221757321,12.761506276150628,15.062761506276152,1.9248120300751879,54.13533834586466,58.53385661774293,13.64187559983029,69.42665725024642,2.7490749673267922,8.5,4,bottom,2025
383,0.5587467362924282,0.9435293152707341,66.31853785900783,19.5822454308094,14.099216710182768,1.6589147286821706,41.86046511627907,57.19253882158796,9.125999037419874,65.37058855221353,0.9479493067942935,9.0,4,bottom,2021
268,0.6082089552238806,1.3777600760243724,71.64179104477611,10.074626865671641,18.28358208955224,2.1447368421052633,64.47368421052632,54.43249068223858,17.20930036253754,67.4987589005809,4.143032144195214,9.0,4,bottom,2022
493,0.565922920892495,1.0103811078678737,68.35699797160242,16.227180527383368,15.415821501014198,1.7884615384615385,48.717948717948715,56.783583728893426,11.573414242709001,65.85811236636114,2.4988856052412856,9.0,4,bottom,2023
378,0.48677248677248675,1.1205142239625,73.80952380952381,14.814814814814813,11.375661375661375,1.8585858585858586,43.43434343434344,61.46068482268065,12.34883898684317,73.21818300167699,0.5913408078468296,9.0,4,bottom,2024
317,0.5457413249211357,0.9575530088248212,68.76971608832808,16.7192429022082,14.511041009463725,1.7474747474747474,46.464646464646464,57.94120914658666,10.828506941741423,66.58941173153214,2.180304356795937,9.0,4,bottom,2025
212,0.660377358490566,1.4860055441294822,66.98113207547169,17.92452830188679,15.09433962264151,2.0,45.714285714285715,51.665633304730775,15.31549877074092,65.15570045102082,1.8254316244508795,9.5,4,bottom,2021
146,0.5,0.7206896551724138,68.4931506849315,17.123287671232877,14.383561643835616,1.5869565217391304,45.65217391304348,60.653065971263345,7.84008471366816,66.08972964537372,2.403421039557785,9.5,4,bottom,2022
278,0.5359712230215827,0.9716255876165495,70.14388489208633,14.028776978417264,15.827338129496402,1.7951807228915662,53.01204819277109,58.51007507811212,11.633809813974205,67.55262786783143,2.5912570242549005,9.5,4,bottom,2023
110,0.6545454545454545,1.4758965804837358,68.18181818181817,15.454545454545453,16.363636363636363,2.057142857142857,51.42857142857142,51.96782262849984,16.213995553318338,65.43483976431523,2.7469784175029544,9.5,4,bottom,2024
129,0.49612403100775193,1.001937984496124,73.64341085271317,13.178294573643413,13.178294573643413,1.8823529411764706,50.0,60.88861156307175,12.754799289641428,71.03281786619412,2.610592986519056,9.5,4,bottom,2025
113,0.4336283185840708,0.6763590391908976,70.79646017699115,19.469026548672566,9.734513274336283,1.4848484848484849,33.33333333333333,64.81531171890039,5.9811484580907575,70.8670916858131,-0.07063150882193892,7.0,5,top,2021
278,0.48201438848920863,0.9581591044853648,73.7410071942446,12.949640287769784,13.309352517985612,1.8356164383561644,50.68493150684932,61.75381762593707,11.987189568307532,71.51624786763732,2.224759326607284,7.0,5,top,2022
96,0.46875,0.9042763157894737,69.79166666666666,21.875,8.333333333333332,1.5517241379310345,27.586206896551722,62.57840096045911,7.21326570620755,71.78498696839021,-1.9933203017235557,7.0,5,top,2023
86,0.4186046511627907,0.8580027359781124,75.5813953488372,15.11627906976744,9.30232558139535,1.7142857142857142,38.095238095238095,65.7964269263232,9.784968422514007,75.11067475790031,0.47072059093689056,7.0,5,top,2024
82,0.34146341463414637,0.622704004817826,79.26829268292683,12.195121951219512,8.536585365853659,1.6470588235294117,41.17647058823529,71.07294694418746,8.195345738739368,77.95070347825535,1.3175892046714877,7.0,5,top,2025
269,0.2825278810408922,0.5019697053764633,82.15613382899627,10.408921933085502,7.434944237918216,1.5833333333333333,41.66666666666667,75.3875622829237,6.768571546072588,81.13384601781043,1.0222878111858513,7.5,5,top,2021
478,0.4895397489539749,1.1518819680183856,74.05857740585773,14.01673640167364,11.92468619246862,1.8870967741935485,45.96774193548387,61.29084210197565,12.767735303882088,73.37365644686608,0.6849209589916638,7.5,5,top,2022
275,0.49454545454545457,1.2727803583278037,76.36363636363637,11.636363636363637,12.0,2.0923076923076924,50.76923076923077,60.98480479631875,15.378831567317619,74.29809398018608,2.0655423834502917,7.5,5,top,2023
366,0.4672131147540984,0.9235796092521896,73.77049180327869,13.387978142076504,12.841530054644808,1.78125,48.95833333333333,62.674650725083644,11.095841078195045,72.1834230713485,1.5870687319301968,7.5,5,top,2024
224,0.45535714285714285,0.8858904548366433,74.55357142857143,12.5,12.946428571428573,1.7894736842105263,50.877192982456144,63.422141984567304,11.131429444004127,72.57727042865702,1.9763009999144154,7.5,5,top,2025
363,0.4793388429752066,0.8137984566914752,71.34986225895317,16.2534435261708,12.396694214876034,1.6730769230769231,43.269230769230774,61.91926400662321,9.430598252329958,69.51554241981343,1.834319839139742,8.0,5,top,2021
443,0.42663656884875845,0.7881576662615037,73.36343115124153,17.381489841986454,9.255079006772009,1.6016949152542372,34.74576271186441,65.27007209024616,8.093359060995375,73.41668774977451,-0.05325659853298026,8.0,5,top,2022
372,0.4327956989247312,0.8714821899544967,75.53763440860214,13.440860215053762,11.021505376344086,1.7692307692307692,45.05494505494506,64.86930069468607,10.668333713916079,74.16641518171015,1.3712192268920065,8.0,5,top,2023
589,0.5500848896434635,1.1832865574073432,70.96774193548387,15.619694397283531,13.412563667232597,1.894736842105263,46.198830409356724,57.69008353955512,13.27765839592876,69.3471912917542,1.620550643729668,8.0,5,top,2024
379,0.5171503957783641,1.329731540813335,73.87862796833772,13.456464379947231,12.66490765171504,1.97979797979798,48.484848484848484,59.62171123540118,14.256916732936553,73.2838764235951,0.5947515447426222,8.0,5,top,2025
