pregame_total,inning,n,mean_runs,run_variance,variance_to_mean,p0_under_pct,p1_pct,p2_pct,p3plus_pct,fair_under_american,poisson_p0_pct,poisson_zero_residual_pp,nb_p0_pct,nb_zero_residual_pp,p0_ci95_lo_pct,p0_ci95_hi_pct,clean_i1_i8,seasons,season_p0_sd_pp,season_poisson_resid_mean_pp,season_poisson_resid_sd_pp,season_nb_resid_mean_pp,season_nb_resid_sd_pp,seasons_poisson_resid_positive,seasons_poisson_resid_negative,persistent_zero_score
9.0,8,1833,1.0289143480632843,2.387263940803846,2.3201775204101005,53.40971085651937,20.840152755046372,10.911074740861974,14.839061647572285,-114.63700234192038,35.739475633483295,17.67023522303607,51.89453541891126,1.5151754376081072,50.95471903982543,55.646481178396066,True,5,2.2203442716132087,17.70171394579078,2.527816082615594,1.7271089804195903,1.742727491504495,5,0,5.008831188822916
9.0,9,1830,0.7245901639344262,1.676978372128459,2.3143819162858823,63.82513661202186,18.743169398907103,8.579234972677597,8.852459016393443,-176.43504531722056,48.452310331165464,15.372826280856394,62.9643748237406,0.8607617882812613,61.58469945355192,66.01092896174863,False,5,1.8232889815465927,15.367311755325005,1.9011440984206094,0.7486860136761342,1.0868884898595428,5,0,5.298884081361351
9.5,1,875,1.1988571428571428,2.598854527623405,2.1677766555485984,46.85714285714286,22.742857142857144,13.37142857142857,17.02857142857143,113.41463414634146,30.153863064188812,16.703279792954046,45.190006718955146,1.6671361381877137,43.65714285714286,50.288571428571416,True,5,4.214886956397357,16.887712606952014,3.5841599707955023,1.4005345532169369,2.2750514201128187,5,0,3.643694788001798
9.5,2,875,1.0925714285714285,2.438789146779994,2.232155338318509,52.114285714285714,19.314285714285713,12.457142857142857,16.114285714285714,-108.83054892601432,33.53530476293633,18.578980951349383,49.065994101340586,3.0482916129451256,49.028571428571425,55.31428571428572,True,5,3.2109149207849814,18.66838368568778,3.5899450050104798,2.842795488791773,1.564927054481292,5,0,4.047756766381336
9.5,3,875,1.078857142857143,2.3015547564563583,2.133326707520459,51.542857142857144,20.57142857142857,12.457142857142857,15.428571428571427,-106.3679245283019,33.99838566782851,17.54447147502864,48.61358772468365,2.929269418173497,48.22857142857143,54.97142857142857,True,5,5.701155584240257,17.328645398283058,1.90718386823692,2.9122394879643,1.1323862945674665,5,0,6.034868198986188
9.5,4,875,1.1337142857142857,2.216653808434129,1.955213792721636,47.77142857142857,21.37142857142857,13.600000000000001,17.257142857142856,109.33014354066985,32.18356441266514,15.587864158763425,45.12221098430836,2.6492175871202117,44.457142857142856,51.20285714285713,True,5,3.840475331337895,15.897532209419097,2.854625567546278,3.2753258637145763,2.337923032695873,5,0,4.043937312615846
9.5,5,875,1.1577142857142857,2.2268139915004905,1.9234572976929212,47.65714285714286,20.685714285714283,14.514285714285712,17.142857142857142,109.83213429256593,31.420354025158183,16.23678883198468,44.0405902414299,3.6165526157129535,44.457142857142856,50.857142857142854,True,5,2.2795839232168724,16.215180583709206,2.7275057131719174,3.7828822999331337,1.1916045574589236,5,0,4.355939354997796
9.5,6,874,1.1224256292906178,2.1831620362725133,1.9450393676882534,47.368421052631575,23.91304347826087,12.700228832951947,16.018306636155607,111.11111111111114,32.54893198831812,14.819489064313462,45.37733840929531,1.9910826433362672,44.05034324942792,50.57208237986271,True,5,5.442880057995216,14.753144845688393,1.8304123642409205,2.0655486554222904,2.3506745038542953,5,0,5.2358056555790435
9.5,7,873,1.038946162657503,2.276004392740418,2.190685595217624,52.69186712485682,20.618556701030926,12.256586483390606,14.432989690721648,-111.38014527845037,35.38273620391107,17.30913092094574,50.445569453756534,2.2462976711002836,49.36998854524628,55.899198167239405,True,5,5.647456514069958,16.997947689281037,3.260053951325007,1.9667952877215478,1.9575277093612686,5,0,4.063124814548903
9.5,8,871,1.0700344431687716,2.3847447114559825,2.228661634847812,51.77956371986223,20.55109070034443,13.54764638346728,14.121699196326063,-107.3809523809524,34.29967033219097,17.479893387671257,49.76114178216366,2.018421937698572,48.450057405281285,54.99712973593569,True,5,3.279290525893441,17.269524663816703,2.937153896408888,2.6414838552750552,2.2024955538062514,5,0,4.439728252333448
9.5,9,871,0.7715269804822044,1.6868205392137456,2.186340311986864,61.99770378874856,19.173363949483353,8.036739380022963,10.79219288174512,-163.1419939577039,46.23065959149631,15.76704419725225,60.126684520911134,1.871019267837426,58.78300803673938,65.097588978186,False,5,3.624710281719548,15.378575442913467,4.091338290579079,2.1634281294539037,1.2067329428238165,5,0,3.0968368820487346
