pregame_total,inning,clean_i1_i8,n,mean_runs,run_variance,p0_under_pct,p1_pct,p2_pct,p3plus_pct,score_pct,mean_runs_given_score,multi_run_given_score_pct,threeplus_given_score_pct,runs_from_multi_run_innings_pct,nb_p0_pct,nb_zero_residual_pp,seasons,season_p0_sd_pp,season_nb_zero_resid_sd_pp,season_mean_runs_given_score_sd,season_multi_run_given_score_sd_pp,seasons_nb_resid_positive,seasons_nb_resid_negative
7.5,2,True,1612,0.8275434243176178,1.786503458696647,58.06451612903226,21.339950372208435,10.607940446650124,9.987593052109181,41.93548387096774,1.9733727810650887,49.112426035502956,23.816568047337277,74.2128935532234,57.72000145070979,0.34451467832247173,5,1.8682510365540952,1.2280838857626608,0.1337414714329012,3.3167509424382775,4,1
7.5,3,True,1612,0.9001240694789082,1.7845561608852292,55.521091811414394,20.843672456575682,11.84863523573201,11.786600496277917,44.478908188585606,2.02370990237099,53.13807531380753,26.499302649930268,76.84355616815989,53.42090208525103,2.1001897261633595,5,2.599259263847846,1.8681442226908862,0.13709009080955717,6.47157190987872,4,1
7.5,4,True,1612,0.9181141439205955,1.939907552450353,55.955334987593055,20.471464019851116,11.352357320099255,12.220843672456576,44.044665012406945,2.084507042253521,53.52112676056338,27.74647887323944,77.70270270270271,53.94920213328695,2.0061328543060974,5,2.5115470893953886,1.0813407874193763,0.07345321732007223,3.286816927154135,5,0
7.5,5,True,1612,0.955955334987593,2.13399927298828,56.07940446650124,18.92059553349876,11.662531017369728,13.337468982630273,43.92059553349876,2.176553672316384,56.92090395480226,30.36723163841808,80.20765736534717,53.63608174973393,2.4433227167673044,5,5.25235494721077,1.4615580968172353,0.22660756439098328,4.489777260037366,5,0
7.5,6,True,1611,0.9199255121042831,1.8948263298518337,55.92799503414029,19.118559900682804,12.352576039726877,12.60086902545003,44.07200496585971,2.0873239436619717,56.61971830985916,28.591549295774648,79.21727395411605,53.4061508189332,2.521844215207092,5,2.36153866021544,1.1723165493353054,0.1286184217772701,2.6603702246082674,5,0
7.5,7,True,1610,0.9341614906832298,1.8726047967758996,54.09937888198758,21.490683229813666,12.546583850931677,11.863354037267081,45.90062111801242,2.0351826792963466,53.179972936400546,25.84573748308525,76.99468085106383,52.377885406683845,1.721493475303737,5,3.4193316049166644,1.9442804743057547,0.14538351802990698,4.136265562106243,4,1
7.5,8,True,1609,0.8986948415164698,2.013984613909941,56.86761963952765,20.136730888750776,11.622125543816034,11.37352392790553,43.13238036047235,2.0835734870317,53.31412103746398,26.368876080691646,77.59336099585062,55.74696564733592,1.1206539921917336,5,3.800523542258827,1.7105990847426509,0.11484868002266756,4.503682838400712,4,1
7.5,9,False,1607,0.6596141879278158,1.3666307352406695,65.6502800248911,17.29931549471064,9.147479775980088,7.902924704418171,34.3497199751089,1.9202898550724639,49.63768115942029,23.007246376811594,73.77358490566037,63.87258607821001,1.7776939466810915,5,0.9774492087829901,0.7369188136221112,0.08278777236022486,1.3336338297261765,5,0
8.0,1,True,2146,0.972972972972973,2.029106029106029,53.12208760484622,21.99440820130475,11.46318732525629,13.42031686859273,46.87791239515378,2.0755467196819084,53.08151093439364,28.628230616302186,77.39463601532567,51.7461494073679,1.3759381974783214,5,3.726296684010453,1.4912985117618363,0.027168802830054472,2.9021407346363444,4,1
8.0,2,True,2146,0.8727865796831314,1.8817112989526785,57.735321528424976,19.94408201304753,10.764212488350418,11.556383970177073,42.264678471575024,2.065049614112459,52.811466372657115,27.342888643880926,77.14895888948212,55.987624379552834,1.7476971488721404,5,2.0385175638128623,0.4403790688084814,0.1268486362898705,3.291072723163848,5,0
